TIME,TYPE,MESSAGE
LOG FILE INTIALIZED
16:24:50,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the encoder
16:24:51,ENCODE,Encoding progress: 25%
16:24:52,ENCODE,Encoding complete!
16:24:53,ENCODE,Total number of files to encode: 1
16:25:00,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the encoder
16:25:01,ENCODE,Encoding complete!
16:29:16,INIT,HAP-PY v0.0.1 started
16:29:19,INIT,HAP-PY v0.0.1 started
16:29:20,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the file tree
16:29:21,ENCODE,Total number of files to encode: 1
16:29:21,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the encoder
16:29:22,ENCODE,Encoding progress: 25%
16:29:22,ENCODE,Encoding complete!
16:29:23,ENCODE,Total number of files to encode: 1
16:30:29,INIT,HAP-PY v0.0.1 started
16:30:31,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the file tree
16:30:32,ENCODE,Total number of files to encode: 1
16:30:50,INIT,HAP-PY v0.0.1 started
16:30:51,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the file tree
16:30:52,ENCODE,Total number of files to encode: 1
16:31:23,INIT,HAP-PY v0.0.1 started
16:31:24,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the file tree
16:31:25,ENCODE,Total number of files to encode: 1
16:31:41,ENCODE,Total number of files to encode: 1
16:31:42,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the encoder
16:31:43,ENCODE,Encoding progress: 25%
16:31:43,ENCODE,Encoding complete!
16:31:45,ENCODE,Total number of files to encode: 1
16:31:47,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the encoder
16:31:49,ENCODE,Encoding complete!
16:32:17,INIT,HAP-PY v0.0.1 started
16:32:18,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the file tree
16:32:18,ENCODE,Total number of files to encode: 1
16:32:21,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the encoder
16:32:21,ENCODE,Encoding progress: 25%
16:32:22,ENCODE,Encoding complete!
16:32:48,INIT,HAP-PY v0.0.1 started
16:32:49,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the file tree
16:32:50,ENCODE,Total number of files to encode: 1
16:32:50,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the encoder
16:32:51,ENCODE,Encoding progress: 25%
16:32:51,ENCODE,Encoding complete!
16:33:07,INIT,HAP-PY v0.0.1 started
16:33:08,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the file tree
16:33:09,ENCODE,Total number of files to encode: 1
16:33:18,INIT,HAP-PY v0.0.1 started
16:33:20,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the file tree
16:33:21,ENCODE,Total number of files to encode: 1
16:33:24,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the encoder
16:33:24,ENCODE,Encoding progress: 25%
16:33:25,ENCODE,Encoding complete!
16:33:44,INIT,HAP-PY v0.0.1 started
16:33:46,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the file tree
16:33:46,ENCODE,Total number of files to encode: 1
16:34:00,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the encoder
16:34:01,ENCODE,Encoding progress: 25%
16:34:01,ENCODE,Encoding complete!
16:34:10,INIT,HAP-PY v0.0.1 started
16:34:12,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the file tree
16:34:13,ENCODE,Total number of files to encode: 1
16:34:14,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the encoder
16:34:14,ENCODE,Encoding progress: 25%
16:34:15,ENCODE,Encoding complete!
16:35:24,INIT,HAP-PY v0.0.1 started
16:35:25,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the file tree
16:35:26,ENCODE,Total number of files to encode: 1
16:35:26,ENCODE,File already exists: TCBLogo_White - Copy_HAP_v2.mov
16:35:33,ENCODE,Overwriting all files
16:35:33,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/TCBLogo_White - Copy_v2.png to the encoder
16:35:33,ENCODE,Encoding progress: 25%
16:35:34,ENCODE,Encoding complete!
16:37:17,INIT,HAP-PY v0.0.1 started
16:37:30,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the file tree
16:37:31,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test2.png to the file tree
16:37:32,ENCODE,Total number of files to encode: 2
16:37:32,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the encoder
16:37:32,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test2.png to the encoder
16:37:33,ENCODE,Encoding progress: 25%
16:37:34,ENCODE,Encoding complete!
16:37:35,ENCODE,Total number of files to encode: 2
16:37:35,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the encoder
16:37:35,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test2.png to the encoder
16:37:38,ENCODE,Encoding complete!
16:38:01,ENCODE,Total number of files to encode: 2
16:38:01,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the encoder
16:38:01,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test2.png to the encoder
16:38:03,ENCODE,Encoding complete!
16:38:19,INIT,HAP-PY v0.0.1 started
16:38:21,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the file tree
16:38:22,ENCODE,Total number of files to encode: 1
16:38:22,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the encoder
16:38:22,ENCODE,Encoding progress: 25%
16:38:23,ENCODE,Encoding complete!
16:40:43,INIT,HAP-PY v0.0.1 started
16:40:49,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the file tree
16:40:50,ENCODE,Total number of files to encode: 1
16:41:33,INIT,HAP-PY v0.0.1 started
16:41:35,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the file tree
16:41:36,ENCODE,Total number of files to encode: 1
16:41:36,ENCODE,File already exists: test1_HAP.mov
16:41:45,ENCODE,Skipping file
16:41:49,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the file tree
16:41:50,FILE,Removing test1.png from the file tree
16:41:52,ENCODE,Total number of files to encode: 1
16:41:52,ENCODE,File already exists: test1_HAP.mov
16:41:53,ENCODE,Overwriting file
16:41:53,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the encoder
16:41:53,ENCODE,Encoding progress: 25%
16:41:54,ENCODE,Encoding complete!
16:41:56,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test2.png to the file tree
16:41:57,ENCODE,Total number of files to encode: 2
16:41:57,ENCODE,File already exists: test1_HAP.mov
16:41:58,ENCODE,Overwriting all files
16:41:58,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the encoder
16:41:58,ENCODE,File already exists: test2_HAP.mov
16:42:02,ENCODE,Overwriting all files
16:42:02,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test2.png to the encoder
16:42:04,ENCODE,Encoding complete!
16:42:08,ENCODE,Total number of files to encode: 2
16:42:08,ENCODE,File already exists: test1_HAP.mov
16:42:11,ENCODE,Skipping file
16:42:11,ENCODE,File already exists: test2_HAP.mov
16:42:14,ENCODE,Skipping file
16:42:15,ENCODE,Total number of files to encode: 2
16:42:15,ENCODE,File already exists: test1_HAP.mov
16:42:15,ENCODE,Overwriting all files
16:42:15,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the encoder
16:42:15,ENCODE,File already exists: test2_HAP.mov
16:42:18,ENCODE,Overwriting all files
16:42:18,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test2.png to the encoder
16:42:19,ENCODE,Encoding complete!
16:42:45,INIT,HAP-PY v0.0.1 started
16:42:49,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1_HAP.mov to the file tree
16:42:53,FILE,Removing test1_HAP.mov from the file tree
16:42:55,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the file tree
16:42:56,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test2.png to the file tree
16:42:57,ENCODE,Total number of files to encode: 2
16:42:57,ENCODE,File already exists: test1_HAP.mov
16:42:58,ENCODE,Overwriting all files
16:42:58,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the encoder
16:42:58,ENCODE,File already exists: test2_HAP.mov
16:42:58,ENCODE,Encoding progress: 25%
16:43:00,ENCODE,Overwriting all files
16:43:00,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test2.png to the encoder
16:43:01,ENCODE,Encoding complete!
16:47:25,INIT,HAP-PY v0.0.1 started
16:47:30,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the file tree
16:47:31,ENCODE,Total number of files to encode: 1
16:47:31,ENCODE,File already exists: test1_HAP.mov
16:47:31,ENCODE,Overwriting all files
16:47:31,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the encoder
16:47:32,ENCODE,Encoding progress: 25%
16:47:33,ENCODE,Encoding complete!
16:47:35,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test2.png to the file tree
16:47:36,ENCODE,Total number of files to encode: 2
16:47:36,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the encoder
16:47:36,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test2.png to the encoder
16:47:38,ENCODE,Encoding complete!
16:48:03,INIT,HAP-PY v0.0.1 started
16:48:04,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the file tree
16:48:06,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test2.png to the file tree
16:48:07,ENCODE,Total number of files to encode: 2
16:48:07,ENCODE,File already exists: test1_HAP.mov
16:49:05,ENCODE,Skipping file
16:49:05,ENCODE,File already exists: test2_HAP.mov
16:49:08,ENCODE,Skipping file
16:49:42,INIT,HAP-PY v0.0.1 started
16:49:45,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second/sub/sub sub/test1.png to the file tree
16:49:46,ENCODE,Total number of files to encode: 1
16:49:46,ENCODE,File already exists: test1_HAP.mov
16:51:37,INIT,HAP-PY v0.0.1 started
16:51:37,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
16:51:38,ENCODE,Total number of files to encode: 1
16:51:43,ENCODE,Total number of files to encode: 1
16:52:05,INIT,HAP-PY v0.0.1 started
16:52:07,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
16:52:08,ENCODE,Total number of files to encode: 1
16:53:03,INIT,HAP-PY v0.0.1 started
16:53:05,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
16:53:05,ENCODE,Total number of files to encode: 1
16:53:05,ENCODE,File already exists: 100kPeople_422_HAP.mov
16:53:35,INIT,HAP-PY v0.0.1 started
16:53:36,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
16:53:37,ENCODE,Total number of files to encode: 1
16:53:37,ENCODE,File already exists: 100kPeople_422_HAP.mov
16:53:49,INIT,HAP-PY v0.0.1 started
16:53:50,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
16:53:51,ENCODE,Total number of files to encode: 1
16:53:51,ENCODE,File already exists: 100kPeople_422_HAP.mov
16:54:05,INIT,HAP-PY v0.0.1 started
16:54:06,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
16:54:07,ENCODE,Total number of files to encode: 1
16:54:07,ENCODE,File already exists: 100kPeople_422_HAP.mov
16:54:31,INIT,HAP-PY v0.0.1 started
16:54:33,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
16:54:34,ENCODE,Total number of files to encode: 1
16:54:34,ENCODE,File already exists: 100kPeople_422_HAP.mov
16:54:40,ENCODE,Overwriting all files
16:54:50,ENCODE,Total number of files to encode: 1
16:54:53,ENCODE,Total number of files to encode: 1
16:54:55,ENCODE,Total number of files to encode: 1
16:54:56,ENCODE,Total number of files to encode: 1
16:54:56,ENCODE,Total number of files to encode: 1
16:54:57,ENCODE,Total number of files to encode: 1
16:54:57,ENCODE,Total number of files to encode: 1
16:54:57,ENCODE,Total number of files to encode: 1
16:54:58,ENCODE,Total number of files to encode: 1
16:54:58,ENCODE,Total number of files to encode: 1
16:54:58,ENCODE,Total number of files to encode: 1
16:54:59,ENCODE,Total number of files to encode: 1
16:54:59,ENCODE,Total number of files to encode: 1
16:54:59,ENCODE,Total number of files to encode: 1
16:55:00,ENCODE,Total number of files to encode: 1
16:55:00,ENCODE,Total number of files to encode: 1
16:55:01,ENCODE,Total number of files to encode: 1
16:55:01,ENCODE,Total number of files to encode: 1
16:55:01,ENCODE,Total number of files to encode: 1
16:55:02,ENCODE,Total number of files to encode: 1
16:55:02,ENCODE,Total number of files to encode: 1
16:55:02,ENCODE,Total number of files to encode: 1
16:55:06,INIT,HAP-PY v0.0.1 started
16:55:08,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
16:55:09,ENCODE,Total number of files to encode: 1
16:55:09,ENCODE,File already exists: 100kPeople_422.mov
16:55:15,ENCODE,Overwriting file
16:55:27,INIT,HAP-PY v0.0.1 started
16:55:28,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
16:55:29,ENCODE,Total number of files to encode: 1
16:55:29,ENCODE,File already exists: 100kPeople_422.mov
16:55:31,ENCODE,Overwriting file
17:01:18,INIT,HAP-PY v0.0.1 started
17:01:19,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:01:20,ENCODE,Total number of files to encode: 1
17:01:20,ENCODE,File already exists: 100kPeople_422_HAP.mov
17:01:21,ENCODE,Overwriting file
17:01:53,INIT,HAP-PY v0.0.1 started
17:01:54,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:01:55,ENCODE,Total number of files to encode: 1
17:01:55,ENCODE,File already exists: 100kPeople_422_HAP.mov
17:01:55,ENCODE,Overwriting file
17:02:03,INIT,HAP-PY v0.0.1 started
17:02:04,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:02:05,ENCODE,Total number of files to encode: 1
17:02:05,ENCODE,File already exists: 100kPeople_422_HAP.mov
17:02:06,ENCODE,Overwriting file
17:02:25,INIT,HAP-PY v0.0.1 started
17:02:32,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:02:33,ENCODE,Total number of files to encode: 1
17:02:33,ENCODE,File already exists: 100kPeople_422_HAP.mov
17:02:35,ENCODE,Overwriting file
17:02:44,INIT,HAP-PY v0.0.1 started
17:02:45,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:02:47,ENCODE,Total number of files to encode: 1
17:02:47,ENCODE,File already exists: 100kPeople_422_HAP.mov
17:03:21,INIT,HAP-PY v0.0.1 started
17:03:23,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:03:25,ENCODE,Total number of files to encode: 1
17:03:25,ENCODE,File already exists: 100kPeople_422.mov
17:03:26,ENCODE,Overwriting file
17:04:26,INIT,HAP-PY v0.0.1 started
17:04:27,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/version test/100kPeople_422_v1.mov to the file tree
17:04:31,ENCODE,Total number of files to encode: 1
17:04:31,ENCODE,File already exists: 100kPeople_422_v1.mov
17:04:34,ENCODE,Overwriting file
17:04:54,INIT,HAP-PY v0.0.1 started
17:04:55,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/version test/100kPeople_422_v1.mov to the file tree
17:04:56,ENCODE,Total number of files to encode: 1
17:05:01,ENCODE,Total number of files to encode: 1
17:05:01,ENCODE,File already exists: 100kPeople_422_v1.mov
17:05:03,ENCODE,Overwriting file
17:05:36,INIT,HAP-PY v0.0.1 started
17:05:37,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/version test/100kPeople_422_v1.mov to the file tree
17:05:38,ENCODE,Total number of files to encode: 1
17:05:41,ENCODE,Total number of files to encode: 1
17:05:41,ENCODE,File already exists: 100kPeople_422_v1.mov
17:05:42,ENCODE,Overwriting file
17:06:08,INIT,HAP-PY v0.0.1 started
17:06:08,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/version test/100kPeople_422_v1.mov to the file tree
17:06:09,ENCODE,Total number of files to encode: 1
17:06:13,ENCODE,Total number of files to encode: 1
17:06:13,ENCODE,File already exists: 100kPeople_422_v1.mov
17:06:13,ENCODE,Overwriting file
17:06:40,INIT,HAP-PY v0.0.1 started
17:06:42,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/version test/100kPeople_422_v1.mov to the file tree
17:06:44,ENCODE,Total number of files to encode: 1
17:06:44,ENCODE,File already exists: 100kPeople_422_v1.mov
17:06:46,ENCODE,Overwriting file
17:07:16,INIT,HAP-PY v0.0.1 started
17:07:18,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/version test/100kPeople_422_v1.mov to the file tree
17:07:19,ENCODE,Total number of files to encode: 1
17:07:19,ENCODE,File already exists: 100kPeople_422_v1.mov
17:07:21,ENCODE,Overwriting file
17:07:27,ENCODE,Total number of files to encode: 1
17:07:32,FILE,Removing 100kPeople_422_v1.mov from the file tree
17:07:34,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:07:35,ENCODE,Total number of files to encode: 1
17:07:39,ENCODE,Total number of files to encode: 1
17:07:39,ENCODE,File already exists: 100kPeople_422.mov
17:07:40,ENCODE,Overwriting file
17:08:56,INIT,HAP-PY v0.0.1 started
17:08:58,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:08:59,ENCODE,Total number of files to encode: 1
17:08:59,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the encoder
17:09:04,ENCODE,Encoding progress: 25%
17:09:09,ENCODE,Encoding progress: 50%
17:09:15,ENCODE,Encoding progress: 75%
17:09:18,ENCODE,Encoding progress: 100%
17:09:19,ENCODE,Encoding complete!
17:09:22,ENCODE,Total number of files to encode: 1
17:09:22,ENCODE,File already exists: 100kPeople_422.mov
17:09:26,ENCODE,Overwriting file
17:09:26,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the encoder
17:09:28,ENCODE,Encoding complete!
17:10:39,INIT,HAP-PY v0.0.1 started
17:10:40,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:10:41,ENCODE,Total number of files to encode: 1
17:10:50,INIT,HAP-PY v0.0.1 started
17:10:50,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:10:51,ENCODE,Total number of files to encode: 1
17:11:50,INIT,HAP-PY v0.0.1 started
17:11:52,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:11:52,ENCODE,Total number of files to encode: 1
17:12:01,ENCODE,Total number of files to encode: 1
17:12:15,ENCODE,Total number of files to encode: 1
17:12:20,INIT,HAP-PY v0.0.1 started
17:12:21,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:12:22,ENCODE,Total number of files to encode: 1
17:12:24,ENCODE,Total number of files to encode: 1
17:12:34,INIT,HAP-PY v0.0.1 started
17:12:38,INIT,HAP-PY v0.0.1 started
17:12:39,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:12:41,ENCODE,Total number of files to encode: 1
17:12:41,ENCODE,File already exists: 100kPeople_422.mov
17:12:42,ENCODE,Overwriting file
17:13:02,INIT,HAP-PY v0.0.1 started
17:13:03,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:13:05,ENCODE,Total number of files to encode: 1
17:13:05,ENCODE,File already exists: 100kPeople_422.mov
17:13:07,ENCODE,Overwriting file
17:13:15,INIT,HAP-PY v0.0.1 started
17:13:16,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:13:17,ENCODE,Total number of files to encode: 1
17:13:17,ENCODE,File already exists: 100kPeople_422.mov
17:13:18,ENCODE,Overwriting file
17:13:18,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the encoder
17:13:23,ENCODE,Encoding progress: 25%
17:13:28,ENCODE,Encoding progress: 50%
17:13:34,ENCODE,Encoding progress: 75%
17:13:37,ENCODE,Encoding progress: 100%
17:13:38,ENCODE,Encoding complete!
17:13:39,ENCODE,Total number of files to encode: 1
17:13:39,ENCODE,File already exists: 100kPeople_422.mov
17:13:40,ENCODE,Overwriting all files
17:13:40,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the encoder
17:14:00,ENCODE,Encoding complete!
17:14:01,ENCODE,Total number of files to encode: 1
17:14:01,ENCODE,File already exists: 100kPeople_422.mov
17:14:04,ENCODE,Overwriting file
17:14:04,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the encoder
17:14:25,ENCODE,Encoding complete!
17:14:26,INIT,HAP-PY v0.0.1 started
17:14:29,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:14:30,ENCODE,Total number of files to encode: 1
17:14:30,ENCODE,File already exists: 100kPeople_422.mov
17:14:31,ENCODE,Overwriting file
17:14:31,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the encoder
17:14:36,ENCODE,Encoding progress: 25%
17:14:42,ENCODE,Encoding progress: 50%
17:14:47,ENCODE,Encoding progress: 75%
17:14:51,ENCODE,Encoding progress: 100%
17:14:51,ENCODE,Encoding complete!
17:16:31,INIT,HAP-PY v0.0.1 started
17:16:45,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/100kPeople_422.mov to the file tree
17:16:49,DESTINATION,Destination folder set to {C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First/samples}
17:17:20,INIT,HAP-PY v0.0.1 started
17:17:23,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/test.png to the file tree
17:17:29,DESTINATION,Destination folder set to {C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/dest}
17:17:31,ENCODE,Total number of files to encode: 1
17:19:17,INIT,HAP-PY v0.0.1 started
17:21:06,INIT,HAP-PY v0.0.1 started
17:21:09,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/test.png to the file tree
17:21:13,DESTINATION,Destination folder set to {C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/dest}
17:21:15,ENCODE,Total number of files to encode: 1
17:22:01,INIT,HAP-PY v0.0.1 started
17:22:04,DESTINATION,Destination folder set to {C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/dest}
17:22:06,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/test.png to the file tree
17:22:07,ENCODE,Total number of files to encode: 1
17:22:20,DESTINATION,Destination folder set to 
17:22:28,DESTINATION,Destination folder set to C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST
17:22:33,DESTINATION,Destination folder set to C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/dest
17:22:35,ENCODE,Total number of files to encode: 1
17:22:35,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/test.png to the encoder
17:22:36,ENCODE,Encoding progress: 25%
17:22:36,ENCODE,Encoding complete!
17:22:51,DESTINATION,Destination folder set to {C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/dest}
